source,target
4472258,182318186
4472258,183643940
4472258,185086509
4472258,187907907
4472258,188184862
4472258,190383145
4472258,190519990
4472258,190837408
4472258,192491518
4472258,192502389
4472258,193204193
4472258,193460220
4472258,194261194
4472258,195015919
4472258,199139971
4472258,199343122
4472258,199489953
4472258,200906065
4472258,201247038
4472258,203284962
4472258,203380945
4472258,203672512
4472258,204438853
4472258,205312391
4472258,206193439
4472258,207977599
4472258,208241215
4472258,208383508
4472258,210713841
4472258,211256795
4472258,213605572
4472258,213650256
4472258,213903980
4472258,214900513
4472258,216756355
4472258,217031486
4472258,217989384
4472258,219077816
4472258,219139031
4472258,222370346
4472258,222371059
4472258,223728680
4472258,224461399
4472258,227080359
4472258,229381188
4472258,231320516
4472258,231910268
4472258,231913996
4472258,232995540
4472258,236284908
4472258,236303196
4472258,237112856
4472258,238346340
4472258,239284757
4472258,239855735
4472258,239909371
4472258,240186417
4472258,241088524
4472258,241379156
4472258,241538483
4472258,242056868
4472258,243185089
4472258,243225989
4472258,243753188
4472258,244981277
4472258,246776166
4472258,246897938
4472258,248310276
4472258,249183903
4472258,250658779
4472258,252449640
4472258,254495929
4472258,254604749
4472258,254716527
4472258,255696120
4472258,257201114
4472258,258124107
4472258,260568525
4472258,261186365
4472258,261651534
4472258,262542333
4472258,264073020
4472258,265745135
4472258,266357233
4472258,266813604
4472258,269552077
4472258,269729150
4472258,270546316
4472258,270998677
4472258,272101822
4472258,272231534
4472258,273265714
4472258,275086561
4472258,277669621
4472258,284033740
4472258,284050773
4472258,286819166
4472258,289253253
4472258,289582025
4472258,290455309
4472258,291209613
4472258,291855342
4472258,296663131
4472258,297127010
4472258,299776632
4472258,304723583
4472258,305825765
4472258,306254877
4472258,306601574
4472258,307182695
4472258,308704325
4472258,310237227
4472258,313169947
4472258,317285893
4472258,318552908
4472258,321457471
4472258,327007924
4472258,328009289
4472258,328238337
4472258,330077028
4472258,333231293
4472258,335580447
4472258,336353838
4472258,336565716
4472258,337577283
4472258,337743672
4472258,338172079
4472258,338180714
4472258,341214305
4472258,345358072
4472258,345446311
4472258,345669788
4472258,347121788
4472258,347649456
4472258,349727960
4472258,349784172
4472258,352693107
4472258,352788857
4472258,353624110
4472258,358860601
4472258,361031153
4472258,361262464
4472258,365084160
4472258,367187889
4472258,369911110
4472258,371034710
4472258,371106526
4472258,371422881
4472258,372176100
4472258,374104738
4472258,374704327
4472258,375726457
4472258,380073599
4472258,380990760
4472258,383219363
4472258,384842795
4472258,385757466
4472258,393884355
4472258,397451270
4472258,401042306
4472258,402819609
4472258,404250237
4472258,409113885
4472258,412721229
4472258,412735465
4472258,418329190
4472258,418499104
4472258,433453966
4472258,434488916
4472258,434972561
4472258,447509483
4472258,450179944
4472258,450330528
4472258,454854986
4472258,461863335
4472258,463669172
4472258,464337596
4472258,465316596
4472258,469877888
4472258,474594933
4472258,475957586
4472258,476297529
4472258,476450090
4472258,478398924
4472258,479640115
4472258,481157160
4472258,484268698
4472258,486134275
4472258,486898475
4472258,493222621
4472258,494025332
4472258,494376412
4472258,494512549
4472258,494692058
4472258,494737084
4472258,494896779
4472258,496725353
4472258,499962882
4472258,502788344
4472258,512173189
4472258,514770720
4472258,515242700
4472258,519261660
4472258,520193466
4472258,521060090
4472258,526415504
4472258,527770539
4472258,537706990
4472258,539183798
4472258,539554985
4472258,542657575
4472258,542951603
4472258,547095203
4472258,552008091
4472258,554399382
4472258,557024381
4472258,568673735
4472258,580897240
4472258,586511810
4472258,602157252
4472258,606284243
4472258,628568903
4472258,629741362
4472258,660283349
4472258,662993637
4472258,671150376
11561018,150910318
11561018,96477524
11561018,55137124
11561018,100794148
11561018,297459765
55137124,3868
55137124,76661
55137124,92352
55137124,106342
55137124,137180
55137124,148290
55137124,227776
55137124,320412
55137124,1093377
55137124,1147699
55137124,1170172
55137124,1188612
55137124,1196574
55137124,1473647
55137124,1542196
55137124,1583591
55137124,1650912
55137124,1735289
55137124,1844346
55137124,1863524
55137124,2036215
55137124,2262710
55137124,2350677
55137124,2378988
55137124,2587122
55137124,2970803
55137124,3114672
55137124,3332186
55137124,3333722
55137124,3581207
55137124,3753912
55137124,3937148
55137124,4028612
55137124,4396092
55137124,4942057
55137124,5071926
55137124,5134956
55137124,5386816
55137124,5850956
55137124,5866059
55137124,7270610
55137124,7526583
55137124,7631306
55137124,7794284
55137124,7898119
55137124,8105098
55137124,8656333
55137124,9696553
55137124,9697328
55137124,9949312
55137124,10014133
55137124,10022012
55137124,10817460
55137124,11283066
55137124,11454428
55137124,11544255
55137124,12666705
55137124,13254402
55137124,13366400
55137124,13652378
55137124,13879058
55137124,14064107
55137124,14090394
55137124,14105636
55137124,14179742
55137124,14354082
55137124,15333355
55137124,15713963
55137124,16234574
55137124,16277317
55137124,16424950
55137124,18123315
55137124,18315463
55137124,18382772
55137124,18906006
55137124,19102244
55137124,19505159
55137124,19515931
55137124,19594593
55137124,19761658
55137124,19832785
55137124,19863470
55137124,20101958
55137124,20491715
55137124,20657799
55137124,20676301
55137124,21106904
55137124,21366063
55137124,21425445
55137124,21456698
55137124,22108332
55137124,22468395
55137124,22490692
55137124,22576850
55137124,22622238
55137124,23252173
55137124,23377297
55137124,23487751
55137124,23854074
55137124,25453582
55137124,25708732
55137124,25811444
55137124,26216370
55137124,26333001
55137124,28349673
55137124,28361880
55137124,28418212
55137124,28571439
55137124,29716828
55137124,29726175
55137124,30050113
55137124,30434524
55137124,31320375
55137124,31490230
55137124,31976072
55137124,32542383
55137124,33614494
55137124,33828189
55137124,34309902
55137124,35021125
55137124,35884963
55137124,37025404
55137124,39322634
55137124,39745957
55137124,39797127
55137124,40238682
55137124,40568617
55137124,45642045
55137124,46848594
55137124,48529508
55137124,49570750
55137124,49595760
55137124,49914929
55137124,50159022
55137124,51264431
55137124,51905530
55137124,52978956
55137124,53797167
55137124,54769637
55137124,55295396
55137124,55892795
55137124,57270293
55137124,59433119
55137124,61167297
55137124,63771699
55137124,64033027
55137124,65435570
55137124,65924074
55137124,66644954
55137124,70854496
55137124,72693796
55137124,73595076
55137124,73662498
55137124,75004232
55137124,76144294
55137124,77958185
55137124,80023596
55137124,82628244
55137124,84063535
55137124,86091356
55137124,86963459
55137124,88786610
55137124,89356853
55137124,91176964
55137124,91518333
55137124,92094080
55137124,96614820
55137124,99219176
55137124,103163188
55137124,104620307
55137124,104973125
55137124,110743126
55137124,112514166
55137124,119976738
55137124,122134693
55137124,125338304
55137124,126166582
55137124,133278194
55137124,134868572
55137124,135109848
55137124,135525190
55137124,135800663
55137124,137129787
55137124,137972029
55137124,138231877
55137124,140164442
55137124,140582266
55137124,142591397
55137124,143651972
55137124,145139325
55137124,146451716
55137124,147174195
55137124,148013631
55137124,150669777
55137124,153253458
55137124,153961296
55137124,154253652
55137124,158432748
55137124,158814131
55137124,159401713
55137124,161625305
55137124,162340624
55137124,162893289
55137124,162896605
55137124,163827360
55137124,163834217
55137124,164531461
55137124,164826449
55137124,166038850
55137124,170818373
55137124,170995431
55137124,171122029
55137124,173828846
55137124,173965640
55137124,175150187
55137124,175862715
55137124,176454947
55137124,177712456
55137124,177931490
55137124,179729417
55137124,180295001
55137124,188279002
55137124,192197846
55137124,196088109
55137124,197060037
55137124,197760976
55137124,199362859
55137124,199780342
55137124,200000375
55137124,200694424
55137124,205943868
55137124,206560753
55137124,206692255
55137124,213850857
55137124,216557814
55137124,219468191
55137124,224601652
55137124,227201395
55137124,236045099
55137124,237044226
55137124,238485385
55137124,244002336
55137124,245794110
55137124,247691788
55137124,251994867
55137124,257743961
55137124,258383819
55137124,260517011
55137124,263368060
55137124,270358640
55137124,270382661
55137124,275037222
55137124,283045558
55137124,283725270
55137124,283975697
55137124,285964713
55137124,288000085
55137124,297759898
55137124,298420920
55137124,299824154
55137124,301333574
55137124,303978075
55137124,304729512
55137124,304949622
55137124,305629716
55137124,307359880
55137124,309403716
55137124,310037403
55137124,314026046
55137124,316477690
55137124,320669284
55137124,325161053
55137124,332808810
55137124,339839297
55137124,340612295
55137124,357003871
55137124,358622447
55137124,360683655
55137124,366060619
55137124,369805826
55137124,373350637
55137124,378974657
55137124,380532254
55137124,391390835
55137124,392074629
55137124,398189749
55137124,401681963
55137124,404196790
55137124,404635172
55137124,405493982
55137124,413214874
55137124,413891908
55137124,416032093
55137124,419560631
55137124,420957753
55137124,428446687
55137124,435073530
55137124,450656885
55137124,451781578
55137124,456862372
55137124,473936243
55137124,477945501
55137124,480623239
55137124,484509504
55137124,487242341
55137124,489094659
55137124,494217456
55137124,499273402
55137124,502578272
55137124,506019217
55137124,515105394
55137124,515305448
55137124,516408799
55137124,527987305
55137124,549410544
55137124,551751667
55137124,552206456
55137124,559543262
55137124,559573298
55137124,562153281
55137124,567726615
55137124,576190950
55137124,577027216
55137124,583709346
55137124,585211099
55137124,587591224
55137124,589910450
55137124,591293237
55137124,595157547
55137124,596420632
55137124,602106440
55137124,612425612
55137124,612923070
55137124,626793333
55137124,644789993
55137124,644956033
55137124,650929856
55137124,657783310
55137124,664811981
55137124,682737410
55137124,705191775
55137124,718774032
55137124,722626385
55137124,730814073
55137124,735876014
55137124,741193651
55137124,743827123
55137124,744978154
55137124,746808060
55137124,768186502
55137124,804754806
96477524,150910318
96477524,729453
96477524,1239673
96477524,2953705
96477524,4416914
96477524,6105087
96477524,7782006
96477524,11857243
96477524,13972344
96477524,18082396
96477524,18701297
96477524,19618409
96477524,19686373
96477524,20624351
96477524,21854830
96477524,23979170
96477524,26166952
96477524,33624534
96477524,34301839
96477524,38277500
96477524,41267743
96477524,44938332
96477524,49032135
96477524,52505352
96477524,55936199
96477524,57555108
96477524,61339238
96477524,63403583
96477524,64177978
96477524,64755290
96477524,67552452
96477524,67755524
96477524,71179385
96477524,74829881
96477524,75384618
96477524,76650526
96477524,77350735
96477524,82987858
96477524,86369717
96477524,88786610
96477524,89905074
96477524,90370766
96477524,92146704
96477524,92880075
96477524,93156446
96477524,95771795
96477524,96358217
96477524,98454070
96477524,99152839
96477524,99889005
96477524,100794148
96477524,103734427
96477524,104307721
96477524,104662054
96477524,104955884
96477524,105062048
96477524,105397978
96477524,108851205
96477524,109033736
96477524,109355979
96477524,111486702
96477524,114023883
96477524,114459801
96477524,114960094
96477524,116286435
96477524,120932455
96477524,121102847
96477524,122560568
96477524,122805510
96477524,124056208
96477524,124226987
96477524,124820821
96477524,124969525
96477524,125672064
96477524,125832133
96477524,126111800
96477524,127751121
96477524,129386270
96477524,130850185
96477524,132271383
96477524,132352495
96477524,133422378
96477524,133537501
96477524,133566492
96477524,136566167
96477524,136682087
96477524,136877538
96477524,136942856
96477524,136963351
96477524,137221685
96477524,137941748
96477524,138270450
96477524,139090555
96477524,139415463
96477524,139522585
96477524,139730377
96477524,139933976
96477524,140856937
96477524,142415441
96477524,142873970
96477524,145001188
96477524,147174195
96477524,147264923
96477524,147518067
96477524,147628497
96477524,147822959
96477524,148023120
96477524,150669777
96477524,151115713
96477524,151306646
96477524,151951458
96477524,152354739
96477524,153211622
96477524,153220601
96477524,154684359
96477524,155591206
96477524,156032292
96477524,156307814
96477524,156961870
96477524,157055184
96477524,157072927
96477524,157788289
96477524,159559363
96477524,161290182
96477524,161862837
96477524,162879817
96477524,163825715
96477524,164706327
96477524,164829393
96477524,166038850
96477524,169054763
96477524,170951688
96477524,171122029
96477524,172526359
96477524,173770702
96477524,173811138
96477524,174496444
96477524,175053317
96477524,175122797
96477524,178706640
96477524,178785130
96477524,178972537
96477524,179991965
96477524,180295001
96477524,180983856
96477524,181762875
96477524,181849453
96477524,182073930
96477524,182511575
96477524,182684669
96477524,183562323
96477524,184106938
96477524,184119625
96477524,184457566
96477524,186422057
96477524,187756674
96477524,188445810
96477524,188582064
96477524,188619655
96477524,188726763
96477524,189321242
96477524,192986001
96477524,194640208
96477524,195533435
96477524,195551060
96477524,196264245
96477524,196717636
96477524,197277854
96477524,197692895
96477524,198016500
96477524,198197205
96477524,199001229
96477524,199030825
96477524,202599366
96477524,202678487
96477524,203651243
96477524,205086080
96477524,205173659
96477524,208809538
96477524,210536280
96477524,211299078
96477524,211679384
96477524,211788848
96477524,212482629
96477524,214542810
96477524,215158636
96477524,215798320
96477524,216430151
96477524,216751069
96477524,217122057
96477524,217538897
96477524,218499143
96477524,219972749
96477524,220564395
96477524,220569727
96477524,221978544
96477524,221985255
96477524,222217025
96477524,222827013
96477524,225831142
96477524,226380654
96477524,226811831
96477524,227052339
96477524,227086797
96477524,230328681
96477524,230587686
96477524,230726115
96477524,231020981
96477524,231091833
96477524,231102998
96477524,231470839
96477524,232435236
96477524,232761071
96477524,234038771
96477524,237106623
96477524,238074708
96477524,238279700
96477524,238511650
96477524,239278343
96477524,242374043
96477524,243051524
96477524,246675609
96477524,248884683
96477524,249292872
96477524,250380885
96477524,252258834
96477524,253613819
96477524,254363159
96477524,256186985
96477524,258973278
96477524,260510238
96477524,261757529
96477524,268113560
96477524,269711040
96477524,270138514
96477524,270624435
96477524,270744807
96477524,271602549
96477524,272770740
96477524,272779330
96477524,273687583
96477524,274463426
96477524,274611866
96477524,281725236
96477524,281790457
96477524,284499179
96477524,284649217
96477524,286048463
96477524,290847989
96477524,290961486
96477524,293896399
96477524,294128136
96477524,296206466
96477524,297459765
96477524,300797655
96477524,303206639
96477524,304367946
96477524,304949622
96477524,305006552
96477524,306057229
96477524,306556696
96477524,307638383
96477524,310309213
96477524,313990489
96477524,315544293
96477524,321532667
96477524,322717597
96477524,323532788
96477524,324052747
96477524,325169670
96477524,327402246
96477524,327860715
96477524,327948413
96477524,328472734
96477524,330601424
96477524,330684457
96477524,336419046
96477524,337638027
96477524,338201114
96477524,343209090
96477524,346701786
96477524,348377299
96477524,349740116
96477524,350118025
96477524,352093897
96477524,352868109
96477524,355606584
96477524,357003871
96477524,358854307
96477524,360891408
96477524,363017100
96477524,368495841
96477524,371067351
96477524,377390507
96477524,378077455
96477524,378974657
96477524,384748015
96477524,388854967
96477524,394089080
96477524,406964452
96477524,408379320
96477524,411699241
96477524,413891908
96477524,418869005
96477524,420680530
96477524,424605037
96477524,431844594
96477524,441347496
96477524,451627602
96477524,458298433
96477524,463103591
96477524,464831026
96477524,472676175
96477524,481395392
96477524,488795253
96477524,494285092
96477524,500250384
96477524,507350756
96477524,510868879
96477524,515623062
96477524,516518256
96477524,525073783
96477524,525839236
96477524,532440486
96477524,536214720
96477524,546138257
96477524,550653769
96477524,558005880
96477524,577027216
96477524,578872488
96477524,592264301
96477524,612185197
96477524,613471603
96477524,613628713
96477524,613952469
96477524,654767395
96477524,710561539
96477524,712742397
96477524,751832962
96477524,792039447
100794148,2254
100794148,185438
100794148,415298
100794148,489397
100794148,809811
100794148,822950
100794148,1201788
100794148,1614720
100794148,2189779
100794148,2672412
100794148,2786650
100794148,3274307
100794148,3460623
100794148,3475084
100794148,3660377
100794148,4525535
100794148,4619451
100794148,5134956
100794148,5442815
100794148,5471585
100794148,6002729
100794148,6170463
100794148,7295070
100794148,7298689
100794148,7614088
100794148,8242892
100794148,8557323
100794148,9569286
100794148,9830675
100794148,10129224
100794148,10322388
100794148,10542190
100794148,10869201
100794148,11256699
100794148,11478868
100794148,11618150
100794148,11829031
100794148,12028032
100794148,12054615
100794148,12578446
100794148,12819062
100794148,13069269
100794148,13303817
100794148,13831977
100794148,13837347
100794148,13896078
100794148,14280133
100794148,14363034
100794148,14484806
100794148,14963685
100794148,15044517
100794148,15605156
100794148,15730713
100794148,16262310
100794148,16394205
100794148,16776750
100794148,17436257
100794148,17911037
100794148,18192844
100794148,18611724
100794148,18701297
100794148,18800439
100794148,19118356
100794148,19453887
100794148,19618409
100794148,20062764
100794148,21048835
100794148,21106904
100794148,21216928
100794148,22108332
100794148,23306186
100794148,24043193
100794148,24765425
100794148,25051694
100794148,25073016
100794148,25204916
100794148,25652230
100794148,26489250
100794148,28082154
100794148,28469682
100794148,28890371
100794148,29685780
100794148,30056926
100794148,30536679
100794148,31892148
100794148,31939398
100794148,32613755
100794148,32704830
100794148,33207783
100794148,33535373
100794148,33804993
100794148,34932634
100794148,35541190
100794148,36383643
100794148,36403708
100794148,37389565
100794148,39358702
100794148,40185514
100794148,41388257
100794148,42195331
100794148,43552178
100794148,44143420
100794148,46910821
100794148,47024296
100794148,47540116
100794148,49869146
100794148,50495121
100794148,50733772
100794148,51637992
100794148,52924170
100794148,53930615
100794148,54274098
100794148,54725671
100794148,55857912
100794148,56339000
100794148,57042182
100794148,57270293
100794148,57583262
100794148,57607214
100794148,57931783
100794148,59433119
100794148,59684899
100794148,60114415
100794148,61167297
100794148,61622865
100794148,61919474
100794148,62982084
100794148,63403583
100794148,64576176
100794148,65024807
100794148,65309554
100794148,65340814
100794148,65435570
100794148,65446406
100794148,65692714
100794148,67097069
100794148,67848071
100794148,68147395
100794148,68184648
100794148,69044949
100794148,69079119
100794148,69098298
100794148,69347866
100794148,69495679
100794148,70083801
100794148,70115039
100794148,70205927
100794148,70533681
100794148,71265883
100794148,71312027
100794148,71599399
100794148,72011546
100794148,72101693
100794148,74338822
100794148,74968337
100794148,75162735
100794148,75635179
100794148,76193567
100794148,76847387
100794148,77391159
100794148,77658207
100794148,77690691
100794148,78308049
100794148,78342958
100794148,78930954
100794148,79411856
100794148,82304692
100794148,82560006
100794148,83188759
100794148,84063535
100794148,84205502
100794148,84401725
100794148,84875827
100794148,84996905
100794148,85296947
100794148,86010016
100794148,86031197
100794148,86288908
100794148,87057928
100794148,88786610
100794148,89158142
100794148,89324863
100794148,89949152
100794148,90370766
100794148,91499724
100794148,95525471
100794148,95659337
100794148,95771795
100794148,95877973
100794148,95926763
100794148,96573106
100794148,96712242
100794148,98026255
100794148,98517609
100794148,100178220
100794148,100409730
100794148,101283398
100794148,101831472
100794148,102256482
100794148,102893830
100794148,104307721
100794148,104351588
100794148,104754443
100794148,105062048
100794148,105598835
100794148,105757832
100794148,106269124
100794148,106497178
100794148,107314732
100794148,108206663
100794148,109062627
100794148,111486702
100794148,112490614
100794148,112796011
100794148,113143467
100794148,113522980
100794148,116193124
100794148,116868829
100794148,117283802
100794148,117366120
100794148,118347884
100794148,119987568
100794148,120233090
100794148,120320181
100794148,120372592
100794148,120588882
100794148,120822680
100794148,121590170
100794148,121834777
100794148,123010734
100794148,123100485
100794148,124009953
100794148,125046842
100794148,125661422
100794148,125948564
100794148,126134187
100794148,127037907
100794148,127479947
100794148,130901189
100794148,131456019
100794148,132303033
100794148,133185660
100794148,133526048
100794148,133633047
100794148,133719644
100794148,133727235
100794148,135460310
100794148,135641552
100794148,135796717
100794148,136013217
100794148,136577696
100794148,137087857
100794148,137221685
100794148,137375017
100794148,137660534
100794148,138029678
100794148,138094235
100794148,138323211
100794148,138448473
100794148,139158816
100794148,139222138
100794148,139305195
100794148,139499633
100794148,139628798
100794148,139974406
100794148,140426951
100794148,140443275
100794148,140582266
100794148,140630146
100794148,141019559
100794148,141455193
100794148,142084134
100794148,142248556
100794148,142415441
100794148,142596925
100794148,142875575
100794148,143032708
100794148,143317760
100794148,143790684
100794148,144600495
100794148,144627365
100794148,144776933
100794148,145102236
100794148,145378443
100794148,145404558
100794148,145700068
100794148,145880032
100794148,146027783
100794148,146157270
100794148,146560456
100794148,146583936
100794148,146924088
100794148,147174195
100794148,147180313
100794148,147480558
100794148,149104354
100794148,150473003
100794148,150669777
100794148,150816493
100794148,150915585
100794148,151306646
100794148,151728279
100794148,151940552
100794148,152025901
100794148,152347170
100794148,152575922
100794148,152861498
100794148,153147543
100794148,153542324
100794148,153736237
100794148,154116651
100794148,154126656
100794148,154163197
100794148,154587741
100794148,154631133
100794148,155168282
100794148,155408700
100794148,155893965
100794148,156311061
100794148,156791427
100794148,156874333
100794148,156961870
100794148,157607068
100794148,157713391
100794148,158204730
100794148,158379677
100794148,158432748
100794148,158433011
100794148,158814131
100794148,159355190
100794148,160760900
100794148,161625305
100794148,161636756
100794148,161708572
100794148,161892254
100794148,162184146
100794148,162217664
100794148,162340624
100794148,162387903
100794148,162482805
100794148,162953290
100794148,163726736
100794148,163762192
100794148,163889789
100794148,164289008
100794148,164580485
100794148,164641387
100794148,164707101
100794148,165101952
100794148,165631364
100794148,165749678
100794148,166038850
100794148,166615019
100794148,166671731
100794148,166782311
100794148,166923724
100794148,167555724
100794148,167964153
100794148,168547096
100794148,168572980
100794148,168675174
100794148,168695680
100794148,168704114
100794148,169102173
100794148,169426409
100794148,170180726
100794148,170249016
100794148,170644514
100794148,170895509
100794148,170995431
100794148,171418739
100794148,171487823
100794148,171550316
100794148,171632831
100794148,172146719
100794148,172872955
100794148,172974829
100794148,173074588
100794148,173615428
100794148,173814478
100794148,173965640
100794148,174381515
100794148,175023614
100794148,175057804
100794148,175186183
100794148,175405673
100794148,175760346
100794148,175911645
100794148,176033360
100794148,176310486
100794148,176442732
100794148,176706087
100794148,177764643
100794148,178016210
100794148,178042897
100794148,178668059
100794148,179341220
100794148,180088703
100794148,180295001
100794148,180604182
100794148,181044968
100794148,181199358
100794148,181240255
100794148,181743970
100794148,181848626
100794148,181939222
100794148,182073930
100794148,182297042
100794148,182327476
100794148,182633133
100794148,183076217
100794148,183303689
100794148,184106938
100794148,184119625
100794148,184437800
100794148,185119293
100794148,185220571
100794148,185391482
100794148,185509177
100794148,186528578
100794148,186563695
100794148,186867110
100794148,186974426
100794148,187003755
100794148,187777309
100794148,188478325
100794148,188726763
100794148,189321242
100794148,190772263
100794148,191066239
100794148,191145730
100794148,192554047
100794148,195947024
100794148,196799879
100794148,196894453
100794148,197005465
100794148,197039968
100794148,197271117
100794148,197760976
100794148,198373186
100794148,198867249
100794148,199974314
100794148,200176389
100794148,200224804
100794148,200653110
100794148,203678117
100794148,203974934
100794148,205632754
100794148,207295707
100794148,207890678
100794148,209015924
100794148,209605397
100794148,211013909
100794148,213121120
100794148,213146616
100794148,213610405
100794148,214170861
100794148,214621258
100794148,214977696
100794148,215180526
100794148,215868470
100794148,216154681
100794148,218122367
100794148,219382949
100794148,219463406
100794148,221202632
100794148,221487497
100794148,221658251
100794148,221924260
100794148,222571140
100794148,223077769
100794148,223345154
100794148,223969712
100794148,224042485
100794148,224753688
100794148,227569777
100794148,228216637
100794148,230233339
100794148,230831182
100794148,231003762
100794148,231410747
100794148,231806642
100794148,233793892
100794148,234038771
100794148,234362373
100794148,234498640
100794148,235515767
100794148,238485385
100794148,238492419
100794148,238511650
100794148,238610908
100794148,239081334
100794148,239200672
100794148,240791173
100794148,241248317
100794148,241416706
100794148,241454503
100794148,242865248
100794148,243828302
100794148,245635576
100794148,247691788
100794148,250088451
100794148,251455040
100794148,254014901
100794148,254146715
100794148,254156408
100794148,255600886
100794148,255849690
100794148,255889589
100794148,255899016
100794148,256148786
100794148,256275003
100794148,257743961
100794148,258051581
100794148,259414332
100794148,260037145
100794148,260202941
100794148,261069098
100794148,261317365
100794148,262920273
100794148,264255367
100794148,265655506
100794148,266182364
100794148,267004027
100794148,267155577
100794148,267897195
100794148,271307398
100794148,271390995
100794148,272775209
100794148,273463443
100794148,274581960
100794148,274809086
100794148,276122850
100794148,278587113
100794148,281261164
100794148,281874115
100794148,282911089
100794148,284024554
100794148,284379425
100794148,285397655
100794148,288035512
100794148,288831152
100794148,289318161
100794148,292763527
100794148,292784514
100794148,293139383
100794148,295686271
100794148,297459765
100794148,297982696
100794148,298777781
100794148,299355093
100794148,300049063
100794148,301333574
100794148,303978075
100794148,304528830
100794148,304949622
100794148,305203007
100794148,305220036
100794148,306602960
100794148,307638383
100794148,307741936
100794148,307799195
100794148,310385627
100794148,313724990
100794148,314888928
100794148,314972947
100794148,315298667
100794148,315475888
100794148,316792266
100794148,317667047
100794148,318925757
100794148,319430267
100794148,319952221
100794148,321532667
100794148,325359440
100794148,329246362
100794148,329581754
100794148,331503356
100794148,331553071
100794148,333264538
100794148,336993945
100794148,340957163
100794148,346863232
100794148,352205911
100794148,352870321
100794148,354756924
100794148,354956202
100794148,355036757
100794148,355627836
100794148,356497104
100794148,356761023
100794148,357927265
100794148,358859173
100794148,359269645
100794148,360947018
100794148,362026191
100794148,362161162
100794148,362321268
100794148,363038444
100794148,369907344
100794148,371432502
100794148,376191777
100794148,382387769
100794148,383003036
100794148,383017083
100794148,385043235
100794148,386560238
100794148,389955793
100794148,390127437
100794148,390314256
100794148,392640134
100794148,396989232
100794148,404196790
100794148,410930290
100794148,411916852
100794148,411943346
100794148,413503356
100794148,413845772
100794148,416261219
100794148,416574901
100794148,418001046
100794148,423751431
100794148,424312951
100794148,427534422
100794148,428036213
100794148,429934300
100794148,430232067
100794148,430475938
100794148,435047385
100794148,442324227
100794148,442866971
100794148,444566093
100794148,445838162
100794148,450626116
100794148,454390301
100794148,459407425
100794148,460559785
100794148,461117114
100794148,462434840
100794148,468519202
100794148,468962618
100794148,474829253
100794148,476274022
100794148,477822122
100794148,478071378
100794148,480768404
100794148,483715277
100794148,485475940
100794148,485580474
100794148,494217456
100794148,499745463
100794148,500338213
100794148,501082576
100794148,504754306
100794148,504763329
100794148,509717022
100794148,509746918
100794148,510868879
100794148,518134057
100794148,523809391
100794148,525527066
100794148,533003565
100794148,536221113
100794148,559597302
100794148,601779052
100794148,608264010
100794148,633130813
100794148,634842784
100794148,636731897
100794148,649350411
100794148,649957516
100794148,650929856
100794148,690093618
100794148,720291361
100794148,734448584
100794148,746964105
100794148,789204077
100794148,808802771
104662054,124820821
104662054,197692895
104662054,177931490
104662054,184119625
104662054,212482629
104662054,238511650
104662054,290847989
122560568,150910318
122560568,124820821
122560568,177931490
122560568,184119625
122560568,212482629
122560568,238511650
122560568,290847989
122560568,297459765
124820821,150910318
124820821,199030825
124820821,9032610
124820821,62927654
124820821,89905074
124820821,95771795
124820821,97365331
124820821,104307721
124820821,105062048
124820821,111486702
124820821,132027903
124820821,133566492
124820821,139730377
124820821,142415441
124820821,145001188
124820821,152354739
124820821,154624927
124820821,154791783
124820821,156961870
124820821,163825715
124820821,168829902
124820821,171122029
124820821,171263048
124820821,174590325
124820821,177931490
124820821,178785130
124820821,181762875
124820821,181849453
124820821,184106938
124820821,184119625
124820821,185590889
124820821,188726763
124820821,189321242
124820821,190383372
124820821,192049624
124820821,192357490
124820821,197692895
124820821,198016500
124820821,205115822
124820821,212169647
124820821,212482629
124820821,220564395
124820821,231102998
124820821,238511650
124820821,241359181
124820821,243051524
124820821,246100972
124820821,250860855
124820821,251154092
124820821,256865362
124820821,258203684
124820821,258973278
124820821,266604439
124820821,268113560
124820821,273687583
124820821,279521999
124820821,290847989
124820821,293896399
124820821,297459765
124820821,304949622
124820821,307638383
124820821,317241427
124820821,336101472
124820821,344227621
124820821,346794163
124820821,371470088
124820821,415341484
124820821,456888414
124820821,464831026
124820821,472676175
124820821,474470103
124820821,477702142
124820821,507982199
124820821,510868879
124820821,532392584
124820821,532440486
124820821,559543262
124820821,577351221
124820821,588427446
124820821,612185197
124820821,612425612
124820821,656181063
124820821,661066218
124820821,662865102
124820821,702897577
124820821,708836319
124820821,712742397
124820821,776913099
145001188,5095494
145001188,16501670
145001188,21728274
145001188,31387839
145001188,34068465
145001188,52879510
145001188,54856723
145001188,58780382
145001188,64104945
145001188,73223908
145001188,74940062
145001188,86369717
145001188,89158142
145001188,95771795
145001188,104307721
145001188,105062048
145001188,106984486
145001188,111486702
145001188,113685916
145001188,123100485
145001188,128873599
145001188,133340144
145001188,133566492
145001188,139082460
145001188,140582266
145001188,141945848
145001188,142415441
145001188,143383065
145001188,144796841
145001188,156961870
145001188,164829393
145001188,168572980
145001188,171122029
145001188,173032527
145001188,178054893
145001188,178668059
145001188,178785130
145001188,181849453
145001188,182073930
145001188,184119625
145001188,188726763
145001188,188732785
145001188,189321242
145001188,196132427
145001188,206204068
145001188,212008744
145001188,212482629
145001188,214170861
